,car_name,car_prices_in_rupee,kms_driven,fuel_type,transmission,ownership,manufacture,engine,Seats
4120,Mahindra XUV500 W10 2WD,775000,86964.0,Diesel,Manual,2,2015,1399,5
4121,Mercedes-Benz C-Class C 220 CDI Avantgarde,2150000,37000.0,Diesel,Automatic,2,2015,1086,5
4122,Volkswagen Polo Petrol Highline 1.2L,324000,39971.0,Petrol,Manual,1,2013,1991,5
4123,Volkswagen Polo 1.2 MPI Highline,364000,55783.0,Petrol,Manual,2,2014,1497,5
4124,Maruti Alto 800 LXI,171000,52654.0,Petrol,Manual,1,2013,1582,5
4125,Porsche Cayenne Diesel Platinum Edition,5800000,50000.0,Diesel,Automatic,1,2016,1461,5
4126,Maruti Swift VXI,598000,17331.0,Petrol,Manual,1,2021,1997,5
4127,Ford Figo Diesel ZXI,153000,76438.0,Diesel,Manual,1,2011,1956,5
4128,Hyundai i10 Magna 1.1L,103000,85035.0,Petrol,Manual,3,2008,998,5
4129,Mercedes-Benz E-Class Exclusive E 200,6700000,8900.0,Petrol,Automatic,1,2021,1498,5
4130,Honda City i VTEC V,461000,85004.0,Petrol,Manual,2,2014,1950,5
4131,Hyundai Verna SX CRDi AT,518000,72229.0,Diesel,Automatic,1,2014,1461,7
4132,Nissan Terrano XL 85 PS,392000,97972.0,Diesel,Manual,2,2014,1248,7
4133,Land Rover Range Rover Sport 2.0 Petrol HSE,11399999,19500.0,Petrol,Automatic,1,2020,1194,5
4134,Tata Harrier XT,1629000,19230.0,Diesel,Manual,1,2021,4461,5
4135,Maruti Celerio ZXI Optional AMT BSIV,438999,68911.0,Petrol,Automatic,1,2018,2179,5
4136,Honda City i DTEC SV,438999,105767.0,Diesel,Manual,3,2015,814,5
4137,Mercedes-Benz C-Class Progressive C 200,4250000,28000.0,Petrol,Automatic,1,2019,1199,5
4138,Renault Duster 85PS Diesel RxL Optional,266000,159511.0,Diesel,Manual,2,2013,1998,5
4139,Maruti Swift Dzire LDI Optional,434999,81325.0,Diesel,Manual,2,2016,998,4
4140,Ford Aspire Titanium Plus,646000,19904.0,Petrol,Manual,1,2020,1248,5
4141,Toyota Land Cruiser VX,16900000,27000.0,Diesel,Automatic,1,2019,1364,5
4142,Mahindra XUV500 W8 2WD,541000,110986.0,Diesel,Manual,2,2014,1998,5
4143,Hyundai EON D Lite Plus,176000,43421.0,Petrol,Manual,2,2013,1248,5
4144,Chevrolet Beat LT,254999,37275.0,Petrol,Manual,1,2014,1120,5
4145,BMW X1 sDrive20i xLine,4000000,10000.0,Petrol,Automatic,1,2021,1498,5
4146,Maruti Wagon R VXI BS IV,324000,12936.0,Petrol,Manual,1,2016,2400,5
4147,Maruti Vitara Brezza LDi Option,535000,76535.0,Diesel,Manual,2,2017,1197,7
4148,Toyota Etios Cross 1.4L VD,378000,51260.0,Diesel,Manual,1,2014,1248,4
4149,Mini 3 DOOR John Cooper Works 2019-2020,3450000,40000.0,Petrol,Automatic,2,2017,1498,5
4150,Maruti Swift VDI,564000,53297.0,Diesel,Manual,1,2018,1999,5
4151,Hyundai Xcent 1.1 CRDi SX Option,312000,104304.0,Diesel,Manual,1,2014,3996,5
4152,Ford Ecosport 1.5 DV5 MT Titanium,451999,50141.0,Diesel,Manual,2,2014,999,5
4153,Volvo XC60 D5 Inscription,5450000,34000.0,Diesel,Automatic,1,2019,1197,7
4154,Hyundai Xcent 1.2 Kappa SX,392000,83608.0,Petrol,Manual,2,2016,2925,5
4155,Chevrolet Sail LS ABS,245000,64000.0,Diesel,Manual,1,2014,1086,4
4156,Honda Amaze V Diesel BSIV,725000,72000.0,Diesel,Manual,1,2019,1493,5
4157,Land Rover Discovery Sport TD4 HSE 7S,4875000,38000.0,Diesel,Automatic,1,2020,1197,5
4158,Audi RS7 4.0 TFSI,17500000,7100.0,Petrol,Automatic,1,2021,3996,5
4159,Volkswagen Polo 1.0 MPI Comfortline,572000,48141.0,Petrol,Manual,1,2019,1968,5
4160,Hyundai i20 Magna,250000,84947.0,Petrol,Manual,3,2013,1248,5
4161,Mercedes-Benz S-Class S 350d,17700000,1400.0,Diesel,Automatic,1,2022,2993,5
4162,Hyundai i10 Era 1.1,145000,79857.0,Petrol,Manual,1,2009,1968,5
4163,Hyundai Alcazar Platinum 7-Seater Diesel AT,1854000,12081.0,Diesel,Automatic,1,2021,1498,5
4164,Hyundai Grand i10 Sportz,347000,56384.0,Petrol,Manual,1,2015,1598,5
4165,Audi RS7 4.0 TFSI,17500000,11500.0,Petrol,Automatic,1,2020,2179,5
4166,Audi Q3 2.0 TDI Quattro Premium Plus,1300000,72000.0,Diesel,Automatic,2,2014,998,5
4167,Maruti Baleno 1.3 Alpha,450000,77000.0,Diesel,Manual,2,2016,1197,5
4168,Land Rover Range Rover 3.0 Vogue,1800000,60000.0,Diesel,Automatic,2,2012,814,5
4169,Audi Q5 40 TDI Premium Plus,4475000,27000.0,Diesel,Automatic,2,2020,1197,5
4170,Honda Jazz 1.5 S i DTEC,450000,91000.0,Diesel,Manual,1,2015,1395,5
4171,Volkswagen Polo GT TDI,200000,77000.0,Diesel,Manual,2,2012,1998,5
4172,Land Rover Freelander 2 HSE,1390000,71000.0,Diesel,Automatic,1,2014,2487,5
4173,Hyundai Venue SX Plus Turbo DCT BSIV,1019999,58499.0,Petrol,Automatic,1,2019,1995,7
4174,Hyundai i10 Asta Sunroof AT,265000,123445.0,Petrol,Automatic,1,2012,1991,5
4175,Hyundai EON Magna Plus,189000,47651.0,Petrol,Manual,2,2013,1373,5
4176,Hyundai Grand i10 Magna,396000,42907.0,Petrol,Manual,1,2017,2982,5
4177,Audi A4 30 TFSI Premium Plus,2175000,99125.0,Petrol,Automatic,1,2017,1196,5
4178,BMW 5 Series 530i M Sport,5175000,46000.0,Petrol,Automatic,1,2019,998,5
4179,Lexus ES 300h,3975000,68000.0,Petrol,Automatic,1,2017,1493,5
4180,BMW 5 Series 520d Luxury Line,5475000,40500.0,Diesel,Automatic,1,2021,1197,5
4181,Mercedes-Benz GLC 300 4MATIC,4375000,27000.0,Petrol,Automatic,1,2018,1950,5
4182,Maruti Ciaz 1.4 Delta,648000,33877.0,Petrol,Manual,1,2018,1495,5
4183,Toyota Fortuner 4x4 MT,1365000,180396.0,Diesel,Manual,1,2014,1998,5
4184,Ford Aspire 1.2 Ti-VCT Trend,365000,100135.0,Petrol,Manual,1,2016,1950,5
4185,Maruti Wagon R VXI BS IV,365000,40955.0,Petrol,Manual,2,2018,1248,5
4186,Kia Seltos X-Line AT D,1757999,8357.0,Diesel,Automatic,1,2022,1197,4
4187,Maruti Swift VXI,430999,71234.0,Petrol,Manual,1,2016,1956,5
4188,Mercedes-Benz GLC 220d 4MATIC,5875000,18000.0,Diesel,Automatic,1,2020,1197,5
4189,Hyundai Accent Executive,212000,43308.0,Petrol,Manual,1,2012,1997,4
4190,Audi A4 Technology,4179999,16000.0,Petrol,Automatic,1,2021,1968,5
4191,Mercedes-Benz E-Class Exclusive E 220d,5475000,32000.0,Diesel,Automatic,1,2019,1950,7
4192,Maruti Swift Dzire VDI,428000,111298.0,Diesel,Manual,2,2015,1998,5
4193,Hyundai i20 Magna Plus BSIV,578000,5240.0,Petrol,Manual,1,2019,1493,5
4194,Tata Harrier XZ BSIV,1383000,66773.0,Diesel,Manual,1,2019,1493,5
4195,Hyundai i20 Magna 1.2,458000,72009.0,Petrol,Manual,1,2016,1956,5
4196,Mahindra Thar LX 4-Str Hard Top,1680000,5500.0,Petrol,Manual,1,2022,1373,5
4197,Audi Q5 30 TDI quattro Premium Plus,2390000,56500.0,Diesel,Automatic,1,2016,1498,5
4198,Mercedes-Benz C-Class Progressive C 220d,4375000,40200.0,Diesel,Automatic,1,2020,1196,5
4199,Mini 3 DOOR Cooper S,4375000,4200.0,Petrol,Automatic,2,2018,1197,5
4200,Hyundai i20 Asta Opt Diesel,1059000,13980.0,Diesel,Manual,2,2020,1197,7
4201,Mahindra TUV 300 T6 Plus,507000,39563.0,Diesel,Manual,1,2016,1198,5
4202,Tata Harrier XZ Plus,1922000,20499.0,Diesel,Manual,1,2020,814,5
4203,Maruti Ciaz VXi Plus,539000,39967.0,Petrol,Manual,1,2016,2179,5
4204,Honda Amaze V CVT Diesel BSIV,597000,87593.0,Diesel,Automatic,2,2018,1582,5
4205,Ford Aspire 1.2 Ti-VCT Trend,392000,41717.0,Petrol,Manual,1,2015,1968,7
4206,Maruti Swift VXI,598000,18946.0,Petrol,Manual,1,2021,1984,7
4207,Maruti Baleno 1.2 Delta,491000,93428.0,Petrol,Manual,1,2017,1493,5
4208,Volkswagen Polo 1.2 MPI Comfortline,390000,44000.0,Petrol,Manual,1,2014,1248,5
4209,Hyundai EON Magna Plus,217000,37646.0,Petrol,Manual,2,2014,1462,5
4210,Mahindra XUV500 W6 2WD,659000,31188.0,Diesel,Manual,1,2015,1998,5
4211,Hyundai Verna 1.6 CRDi EX MT,450000,78960.0,Diesel,Manual,2,2014,1999,5
4212,Audi A4 35 TDI Technology Edition,1480000,45500.0,Diesel,Automatic,1,2014,1395,5
4213,Hyundai Verna S Plus Diesel,1066000,7622.0,Diesel,Manual,1,2022,1968,5
4214,Chevrolet Enjoy TCDi LTZ 7 Seater,327000,87365.0,Diesel,Manual,1,2014,1498,5
4215,Maruti Ertiga ZXI AT,1059000,13672.0,Petrol,Automatic,1,2021,1968,5
4216,Audi A4 Technology,4590000,12000.0,Petrol,Automatic,1,2021,1497,5
4217,Jaguar XF 2.0 Diesel Prestige,2980000,59000.0,Diesel,Automatic,1,2018,1186,5
4218,Audi A4 30 TFSI Technology,3379999,41000.0,Petrol,Automatic,1,2018,1198,5
4219,Audi Q3 35 TDI Quattro Premium,2390000,44600.0,Diesel,Automatic,1,2017,1199,5
4220,Audi Q3 35 TDI Quattro Premium Plus,1280000,38500.0,Diesel,Automatic,2,2013,1498,5
4221,Renault Duster 1.5 Petrol RXL,615000,33809.0,Petrol,Manual,1,2016,1396,5
4222,Ford Aspire Titanium Automatic,484999,62168.0,Petrol,Automatic,1,2015,1248,5
4223,Hyundai Grand i10 1.2 CRDi Sportz,330000,79500.0,Diesel,Manual,1,2016,1197,5
4224,Nissan Micra XL,180000,43732.0,Petrol,Manual,1,2012,1497,5
4225,Honda Amaze V CVT Petrol,570000,82200.0,Petrol,Automatic,1,2018,1197,5
4226,Ford Ecosport 1.5 DV5 MT Trend,455000,66001.0,Diesel,Manual,2,2014,1197,5
4227,Hyundai i20 Sportz 1.4 CRDi,335000,83204.0,Diesel,Manual,2,2013,1197,5
4228,Maruti Baleno 1.2 Delta,575000,58516.0,Petrol,Manual,1,2018,1197,5
4229,Maruti Ciaz ZDi Plus SHVS,535000,93000.0,Diesel,Manual,1,2015,1197,5
4230,Hyundai Grand i10 Sportz,445000,73000.0,Petrol,Manual,1,2016,2143,5
4231,Honda City 1.5 S MT,245000,47864.0,Petrol,Manual,1,2009,1781,5
4232,Maruti Baleno 1.2 Zeta,688000,29000.0,Petrol,Manual,2,2019,1396,5
4233,Hyundai i20 Magna 1.2,535000,81000.0,Petrol,Manual,1,2017,1798,5
4234,Hyundai i20 Asta Option 1.2,505000,69000.0,Petrol,Manual,2,2015,1197,5
4235,Hyundai Grand i10 AT Sportz,434999,29000.0,Petrol,Automatic,1,2014,1498,5
4236,Hyundai Grand i10 Sportz,385000,64000.0,Petrol,Manual,1,2014,1399,5
4237,Mercedes-Benz C-Class C 220 CDI Avantgarde,2975000,71000.0,Diesel,Automatic,2,2018,1197,7
4238,Audi A4 1.8 TFSI,1480000,57500.0,Petrol,Automatic,3,2013,1197,5
4239,Hyundai i20 Sportz 1.4 CRDi,335000,83000.0,Diesel,Manual,2,2013,799,5
4240,Audi A6 35 TFSI Matrix,3379999,12000.0,Petrol,Automatic,1,2016,2498,5
4241,Maruti Baleno Zeta,688000,29000.0,Petrol,Manual,2,2019,1461,6
4242,Volkswagen Vento 1.5 TDI Comfortline,345000,93000.0,Diesel,Manual,1,2013,1197,8
4243,Ford Figo Diesel LXI,210000,90300.0,Diesel,Manual,1,2013,1461,5
4244,Hyundai Grand i10 Sportz,445000,73000.0,Petrol,Manual,1,2016,1198,5
4245,Maruti Baleno 1.2 Delta,575000,58000.0,Petrol,Manual,1,2018,2494,5
4246,Renault KWID RXT,270000,65292.0,Petrol,Manual,1,2017,1086,5
4247,Mahindra Xylo E4,182000,112341.0,Diesel,Manual,1,2009,1199,5
4248,Nissan Sunny Diesel XL,196000,92540.0,Diesel,Manual,2,2012,1061,5
4249,Hyundai Grand i10 Sportz,359000,69470.0,Petrol,Manual,1,2015,1582,5
4250,Renault Duster 110PS Diesel RxZ,354000,45590.0,Diesel,Manual,2,2012,2143,5
4251,Mahindra KUV 100 NXT D75 K2,381000,54137.0,Diesel,Manual,1,2018,1998,5
4252,Toyota Innova 2.5 G (Diesel) 8 Seater,465000,60130.0,Diesel,Manual,2,2012,1248,5
4253,Hyundai i10 Era,200999,54858.0,Petrol,Manual,2,2012,1462,5
4254,Tata Altroz XZ,780000,11939.0,Petrol,Manual,1,2020,1197,5
4255,Maruti Wagon R VXI Minor,130000,41149.0,Petrol,Manual,1,2009,1199,5
4256,Hyundai Verna 1.6 SX CRDi (O),336000,239199.0,Diesel,Manual,1,2012,2143,5
4257,Mercedes-Benz GLE 250d,4575000,46100.0,Diesel,Automatic,1,2017,814,5
4258,Maruti Swift VDI,288000,103992.0,Diesel,Manual,1,2012,998,7
4259,Maruti Brezza VXi,909000,1026.0,Petrol,Manual,1,2022,1582,5
4260,Hyundai Grand i10 1.2 Kappa Sportz BSIV,467000,14748.0,Petrol,Manual,1,2018,1368,5
4261,Tata Altroz XZ,798000,9789.0,Petrol,Manual,1,2020,2179,5
4262,Mercedes-Benz CLA 200 CDI Style,1600000,56000.0,Diesel,Automatic,2,2015,1248,5
4263,Hyundai EON Era Plus,231000,7779.0,Petrol,Manual,1,2015,1497,5
4264,Hyundai i20 Magna 1.4 CRDi,385000,81867.0,Diesel,Manual,4,2015,1497,5
4265,Maruti Wagon R LXI BS IV,276000,85232.0,Petrol,Manual,2,2015,998,5
4266,Hyundai Verna 1.6 SX CRDi (O),361000,53416.0,Diesel,Manual,2,2012,1197,5
4267,Jeep Compass 1.4 Longitude Plus AT,1689999,78000.0,Petrol,Automatic,1,2018,1197,5
4268,Mahindra XUV500 W8 FWD,446000,91480.0,Diesel,Manual,1,2012,1197,5
4269,Maruti Swift Dzire VDI,570000,55385.0,Diesel,Manual,1,2017,1197,5
4270,Honda City i VTEC V,675000,57264.0,Petrol,Manual,1,2017,1120,5
4271,Mahindra XUV300 W4 Diesel,923000,15220.0,Diesel,Manual,1,2021,998,5
4272,Maruti Wagon R VXI BS IV,262000,34438.0,Petrol,Manual,2,2014,1364,5
4273,Hyundai Grand i10 Sportz,417000,23931.0,Petrol,Manual,1,2017,1248,5
4274,Hyundai Xcent 1.2 Kappa S,355000,32423.0,Petrol,Manual,2,2014,1197,5
4275,Maruti Ignis Sigma,516000,6944.0,Petrol,Manual,1,2021,799,5
4276,Maruti Baleno 1.2 Delta,532000,51906.0,Petrol,Manual,1,2018,1498,5
4277,Hyundai Xcent 1.1 CRDi S Option,371000,55975.0,Diesel,Manual,2,2015,1197,5
4278,Maruti Wagon R AMT VXI,358000,46491.0,Petrol,Automatic,1,2016,1956,5
4279,Toyota Platinum Etios 1.4 GXD,641000,25330.0,Diesel,Manual,1,2018,1968,5
4280,Maruti Swift VDI,288000,86593.0,Diesel,Manual,2,2012,1197,4
4281,Hyundai i20 Asta,204999,76634.0,Petrol,Manual,2,2010,796,5
4282,Renault KWID RXT,282000,37094.0,Petrol,Manual,2,2018,1461,7
4283,Honda Amaze S i-Dtech,307000,94817.0,Diesel,Manual,2,2014,624,5
4284,Hyundai i10 Magna 1.2,137000,78841.0,Petrol,Manual,4,2009,1196,5
4285,Tata Harrier XZ Plus,1855000,30193.0,Diesel,Manual,1,2021,1493,5
4286,Audi A4 35 TDI Technology,3279999,43900.0,Diesel,Automatic,1,2019,1396,5
4287,Maruti Swift VXI,501999,60548.0,Petrol,Manual,1,2018,936,5
4288,Maruti Alto 800 VXI Optional,317000,7517.0,Petrol,Manual,1,2019,1197,4
4289,Nissan Terrano XV 110 PS,413999,99348.0,Diesel,Manual,2,2014,1248,5
4290,Tata Nano Cx BSII,53250,48977.0,Petrol,Manual,1,2011,1248,5
4291,Ford Aspire 1.2 Ti-VCT Titanium,365000,86754.0,Petrol,Manual,1,2015,1998,5
4292,Mahindra TUV 300 T8,554000,86418.0,Diesel,Manual,1,2017,1798,5
4293,Hyundai Venue SX Opt Diesel BSIV,1002000,19540.0,Diesel,Manual,1,2019,1582,5
4294,Chevrolet Beat Diesel LT,126000,76529.0,Diesel,Manual,1,2013,1199,5
4295,Maruti Swift Dzire VXI 1.2,541000,43334.0,Petrol,Manual,1,2017,1248,5
4296,Maruti Swift Dzire VDI,428000,99515.0,Diesel,Manual,2,2015,1197,5
4297,Maruti Vitara Brezza VDi,682000,47264.0,Diesel,Manual,1,2018,1497,5
4298,BMW 6 Series GT 630i Luxury Line 2018-2021,5580000,20800.0,Petrol,Automatic,1,2019,1582,5
4299,Audi A4 35 TFSi Premium,2080000,32000.0,Petrol,Automatic,1,2016,1582,5
4300,Hyundai Elantra CRDi SX,533000,87995.0,Diesel,Manual,2,2013,1197,5
4301,Honda WR-V i-VTEC S,570000,39283.0,Petrol,Manual,1,2017,1591,5
4302,Maruti Ciaz VDi Plus SHVS,548000,76239.0,Diesel,Manual,2,2016,998,5
4303,Hyundai i20 Sportz,767000,1040.0,Petrol,Manual,1,2022,1395,5
4304,Honda City i-VTEC CVT V,915000,22307.0,Petrol,Automatic,1,2019,1498,7
4305,Hyundai Elantra CRDi SX,533000,55538.0,Diesel,Manual,2,2013,1248,8
4306,Hyundai Verna 1.6 SX,413999,90867.0,Diesel,Manual,1,2013,998,5
4307,Maruti Ignis Sigma,491000,23302.0,Petrol,Manual,1,2021,2179,5
4308,Hyundai Verna VTVT 1.6 SX,748000,38990.0,Petrol,Manual,2,2018,2179,5
4309,Maruti A-Star Vxi,144000,65641.0,Petrol,Manual,1,2010,1199,5
4310,Audi A4 30 TFSI Technology,3279999,27000.0,Petrol,Automatic,2,2018,1497,5
4311,Volkswagen Vento 1.5 TDI Comfortline,345000,95129.0,Diesel,Manual,1,2013,998,5
4312,Maruti Swift Dzire ZDI,346000,135969.0,Diesel,Manual,1,2012,1968,5
4313,Maruti Wagon R VXI,511000,23400.0,Petrol,Manual,3,2020,998,7
4314,Mahindra Scorpio S7 140 BSIV,1064000,55461.0,Diesel,Manual,1,2018,1197,5
4315,Mahindra Scorpio SLE BSIV,370000,72299.0,Diesel,Manual,1,2010,1353,5
4316,Honda Amaze VX,816000,5362.0,Petrol,Manual,1,2022,2179,5
4317,Honda City GXi,105000,122758.0,Petrol,Manual,5,2005,1498,6
4318,Maruti Wagon R LXI BS IV,215000,66081.0,Petrol,Manual,1,2012,1197,5
4319,Audi A6 35 TDI,1980000,85000.0,Diesel,Automatic,1,2015,1197,7
4320,Maruti Wagon R Stingray VXI,282000,131022.0,Petrol,Manual,1,2015,1198,5
4321,Maruti Swift VXI,286000,52580.0,Petrol,Manual,1,2013,1197,5
4322,Kia Seltos GTX Plus DCT,1695000,41714.0,Petrol,Automatic,1,2020,2179,5
4323,Mahindra XUV500 W8 FWD,429000,121446.0,Diesel,Manual,1,2012,1991,5
4324,Honda City VX MT,1212000,17262.0,Petrol,Manual,1,2020,814,5
4325,Maruti Swift Dzire VXI 1.2,541000,65908.0,Petrol,Manual,1,2017,1498,5
4326,Maruti Swift VXI,598000,7282.0,Petrol,Manual,1,2020,1248,5
4327,Mahindra KUV 100 mFALCON G80 K4,287000,69404.0,Petrol,Manual,2,2016,1197,5
4328,Maruti Swift Dzire VXI,408000,29265.0,Petrol,Manual,1,2015,1995,5
4329,Mahindra XUV500 R W10 FWD,795000,50179.0,Diesel,Manual,2,2015,799,5
4330,Mercedes-Benz GLA Class Urban Edition 200,2646000,29774.0,Petrol,Automatic,1,2019,1248,5
4331,Hyundai EON D Lite Plus,161000,77896.0,Petrol,Manual,2,2012,2143,5
4332,Honda City VX CVT,1347000,6144.0,Petrol,Automatic,1,2021,1497,5
4333,Maruti Swift VDI BSIV,422000,88559.0,Diesel,Manual,2,2015,1198,5
4334,Hyundai Grand i10 Sportz,359000,51927.0,Petrol,Manual,2,2016,814,5
4335,BMW 3 Series 320d Luxury Line,1350000,99000.0,Diesel,Automatic,1,2015,1197,7
4336,Renault KWID RXL,275000,47000.0,Petrol,Manual,1,2018,1197,5
4337,Maruti Baleno 1.3 Sigma,550000,35000.0,Diesel,Manual,1,2018,1086,5
4338,Mercedes-Benz C-Class C 220 CDI BE COR,975000,58000.0,Diesel,Automatic,1,2013,1248,5
4339,Honda City S,400000,48000.0,Petrol,Manual,1,2012,1197,5
4340,Honda Amaze VX AT i-Vtech,475000,45000.0,Petrol,Automatic,1,2014,1998,5
4341,Hyundai EON D Lite,190000,60000.0,Petrol,Manual,2,2012,999,5
4342,Hyundai i20 Magna Optional 1.2,465000,23000.0,Petrol,Manual,1,2014,1396,5
4343,Hyundai Grand i10 1.2 Kappa Era,459999,45000.0,Petrol,Manual,1,2019,1495,5
4344,Hyundai i10 Magna 1.1L,325000,45000.0,Petrol,Manual,1,2014,1198,5
4345,Maruti Ertiga VDI,525000,58000.0,Diesel,Manual,1,2013,1186,5
4346,Hyundai i20 1.2 Spotz,625000,48000.0,Petrol,Manual,1,2018,1199,5
4347,BMW 2 Series 220i M Sport,4000000,18000.0,Petrol,Automatic,1,2021,2499,5
4348,Skoda Kushaq 1.0 TSI Style 6 Airbags AT,1675000,16000.0,Petrol,Automatic,1,2022,2143,5
4349,Hyundai i20 Asta 1.4 CRDi,465000,90000.0,Diesel,Manual,2,2015,1197,5
4350,Hyundai Accent GLE,250000,80000.0,Petrol,Manual,2,2006,1199,5
4351,Tata Nexon 1.2 Revotron XZ Plus Dual Tone,830000,140000.0,Petrol,Manual,1,2018,1461,5
4352,Hyundai Grand i10 1.2 CRDi Asta,400000,60000.0,Diesel,Manual,2,2019,998,5
4353,Honda WR-V i-VTEC VX,900000,17000.0,Petrol,Manual,1,2019,2143,5
4354,Lexus NX 300h,4200000,111000.0,Petrol,Automatic,1,2018,1061,5
4355,Mercedes-Benz M-Class ML 250 CDI,2850000,38000.0,Diesel,Automatic,2,2015,1248,5
4356,Maruti Swift VXI,385000,80000.0,Petrol,Manual,2,2013,1498,5
4357,Honda Amaze V Petrol BSIV,600000,36500.0,Petrol,Manual,1,2017,1196,5
4358,Nissan Sunny XE D,425000,55000.0,Diesel,Manual,2,2018,1497,5
4359,Maruti Wagon R VXI Optional,300000,80000.0,Petrol,Manual,2,2016,796,5
4360,Mercedes-Benz C-Class C 220 CDI Elegance AT,620000,98000.0,Diesel,Automatic,2,2010,1198,5
4361,Maruti Wagon R LXI Minor,198000,200000.0,Petrol,Manual,3,2007,796,5
4362,Maruti Swift VDI,325000,140000.0,Diesel,Manual,2,2012,1198,5
4363,Volkswagen Vento 1.5 TDI Highline,360000,100000.0,Diesel,Manual,2,2014,1497,5
4364,Maruti Eeco 5 Seater AC BSIV,229999,168000.0,Petrol,Manual,3,2012,1196,5
4365,Kia Seltos HTX IVT G,1500000,25000.0,Petrol,Automatic,1,2021,995,7
4366,Maruti Alto LX BSIII,110000,120000.0,Petrol,Manual,4,2009,998,5
4367,Honda Amaze E i-VTEC,445000,30000.0,Petrol,Manual,2,2017,796,7
4368,Maruti Alto LX,136000,100000.0,Petrol,Manual,1,2011,1497,5
4369,Nissan Micra Active XL Petrol,250000,80000.0,Petrol,Manual,1,2016,1461,5
4370,Honda City i VTEC VX Option,1000000,50000.0,Petrol,Manual,1,2016,1196,5
4371,Maruti Eeco CNG 5 Seater AC,290000,40000.0,Cng,Manual,1,2021,1796,7
4372,Chevrolet Spark 1.0 LS,55000,100000.0,Petrol,Manual,4,2009,1061,5
4373,Maruti Wagon R VXI Optional,300000,166000.0,Petrol,Manual,1,2015,1197,5
4374,Maruti Alto 800 LXI,185000,74000.0,Petrol,Manual,1,2014,1373,5
4375,Honda BR-V i-VTEC E MT,700000,80000.0,Petrol,Manual,1,2017,1451,5
4376,Renault Duster 85PS Diesel RxS,650000,60000.0,Diesel,Manual,2,2019,1197,5
4377,Maruti Eeco 7 Seater STD 2020-2022,409999,50000.0,Petrol,Manual,2,2020,1498,5
4378,Mercedes-Benz E-Class E 200 CGI Elegance,1000000,70000.0,Petrol,Automatic,2,2011,1248,5
4379,Maruti Wagon R LXI Minor,220000,73000.0,Petrol,Manual,2,2010,1497,5
4380,Hyundai i20 1.2 Asta Option,650000,70000.0,Petrol,Manual,1,2018,1197,5
4381,Maruti Ertiga LXI CNG,385000,120000.0,Cng,Manual,3,2014,1798,7
4382,MG Hector Sharp DCT,1700000,40000.0,Petrol,Automatic,1,2021,1248,5
4383,Hyundai i20 1.2 Asta,675000,50000.0,Petrol,Manual,1,2018,998,5
4384,Honda Amaze SX i-DTEC,470000,70000.0,Diesel,Manual,2,2015,2179,5
4385,Maruti Ciaz ZDi Plus SHVS,590000,70000.0,Diesel,Manual,2,2015,2967,5
4386,Honda City 1.5 V AT,350000,92000.0,Petrol,Automatic,2,2010,1197,5
4387,Hyundai Grand i10 Magna,411000,60000.0,Petrol,Manual,1,2015,1797,5
4388,Skoda Superb Petrol Ambition,400000,45000.0,Petrol,Manual,3,2012,1197,5
4389,Tata Manza Aura (ABS) Quadrajet,135000,58000.0,Diesel,Manual,3,2009,1199,5
4390,Maruti Wagon R VXI BS IV,311000,90000.0,Petrol,Manual,1,2013,1493,5
4391,Tata Hexa XM Plus,1350000,35000.0,Diesel,Manual,2,2019,1061,5
4392,Audi A6 3.0 TDI quattro,550000,80000.0,Diesel,Automatic,4,2010,1198,5
4393,Hyundai Grand i10 Sportz,289000,80000.0,Petrol,Manual,2,2014,1197,5
4394,Hyundai Elantra SX,341000,200000.0,Petrol,Manual,2,2012,1298,5
4395,Hyundai Grand i10 Sportz,350000,80000.0,Petrol,Manual,2,2015,1196,5
4396,Chevrolet Beat LT,170000,40000.0,Petrol,Manual,1,2011,1298,5
4397,Hyundai Verna SX Opt AT Diesel,1550000,32000.0,Diesel,Automatic,1,2021,1198,5
4398,Maruti Wagon R LXI Minor,175000,70000.0,Petrol,Manual,2,2009,1197,5
4399,Mahindra KUV 100 NXT D75 K8 5Str,320000,80000.0,Diesel,Manual,2,2017,1197,7
4400,Maruti Swift Dzire VXI,700000,60000.0,Petrol,Manual,1,2021,998,5
4401,Maruti Swift 1.3 VXi,160000,130000.0,Petrol,Manual,4,2008,1798,4
4402,Maruti Eeco 5 STR With AC Plus HTR CNG,130000,100000.0,Cng,Manual,4,2010,1248,7
4403,Maruti Swift Dzire VXi,250000,80000.0,Petrol,Manual,2,2009,1197,5
4404,Nissan Micra XV CVT,308000,80000.0,Petrol,Automatic,3,2017,624,5
4405,Hyundai i20 Sportz,750000,30000.0,Petrol,Manual,1,2020,1373,5
4406,Hyundai i20 1.2 Spotz,600000,30000.0,Petrol,Manual,1,2018,1461,7
4407,Maruti Wagon R VXI Minor,250000,90000.0,Petrol,Manual,2,2011,1248,5
4408,Toyota Corolla Altis 1.8 J,145000,120000.0,Petrol,Manual,4,2008,1196,5
4409,Maruti Ertiga SHVS VDI,700000,157000.0,Diesel,Manual,1,2017,2982,5
4410,Maruti Wagon R VXI 1.2,425000,50000.0,Petrol,Manual,3,2020,1199,5
4411,Tata Nano LX SE,60000,15000.0,Petrol,Manual,2,2012,2953,5
4412,Maruti Ertiga VXI,425000,90000.0,Petrol,Manual,4,2013,1197,5
4413,Renault Pulse RxL,190000,111000.0,Diesel,Manual,2,2013,1197,5
